Symbol,Name,Start,End,Return,WorthNow
0P0000UR9U.TO,IG Putnam U.S. Growth A,9.407360076904297,43.900299072265625,3.6665907027460145,466659.07027460146
0P0000UR9V.TO,IG Putnam U.S. Growth B,9.153085708618164,43.82809829711914,3.788341297389189,478834.12973891885
0P0000WJH9.TO,IG Putnam U.S. Growth J DSC,9.070353507995604,41.18339920043945,3.5404403658728283,454044.03658728284
0P0000WJIT.TO,IG Mackenzie Core U.S. Equity Fund J DSC,5.609243392944336,14.846599578857422,1.646809656634337,264680.9656634337
0P0000WJIT.TO,IG Mackenzie Core U.S. Equity Fund J DSC,5.609243392944336,14.846599578857422,1.646809656634337,264680.9656634337
0P0000WJJN.TO,IG Mackenzie North American Equity Fund J DSC,8.613539695739746,14.067700386047365,0.633207819661555,163320.7819661555
0P0000WJLC.TO,IG Putnam U.S. Growth J NL,9.071820259094238,41.12179946899414,3.532916029478287,453291.60294782865
0P0000WJMI.TO,IG Mackenzie Core U.S. Equity Fund J NL,5.5355658531188965,14.812199592590332,1.6758239330211768,267582.3933021177
0P0000WJMI.TO,IG Mackenzie Core U.S. Equity Fund J NL,5.5355658531188965,14.812199592590332,1.6758239330211768,267582.3933021177
0P0000WJN2.TO,IG Mackenzie North American Equity Fund J NL,8.617708206176758,14.071599960327148,0.632870320468881,163287.0320468881
0P0000X21K.TO,RBC U.S. Dividend Fund T5,13.72569179534912,27.538299560546875,1.0063323562225175,200633.23562225178
0P0000X6Q7.TO,Manulife U.S. All Cap Equity Fund Series T6,13.57904052734375,25.495100021362305,0.8775332447107368,187753.32447107366
0P0000XF5J.TO,RBC QUBE Low Volatility U.S. Equity Fund A,9.298524856567383,25.37689971923828,1.729131782802627,272913.1782802627
0P0000XF5K.TO,RBC QUBE Low Volatility U.S. Equity Fund Adv,9.295448303222656,25.09600067138672,1.6998160661800614,269981.6066180062
0P0000XF5L.TO,RBC QUBE Low Volatility U.S. Equity Fund D,9.300108909606934,25.85770034790039,1.7803653268177972,278036.53268177976
0P0000XPT6.TO,RBC QUBE Low Volatility U.S. Equity Fund O,9.301450729370117,26.0231990814209,1.797757020767787,279775.70207677875
0P0000XWNH.TO,Fidelity U.S. Monthly Income Fund Series A,14.310696601867676,18.2007999420166,0.2718318645397899,127183.186453979
0P0000XWNM.TO,Fidelity U.S. Monthly Income Fund Series B,14.244686126708984,18.505800247192386,0.29913710155352274,129913.71015535227
0P0000XWNN.TO,Fidelity U.S. Monthly Income Fund Series S8,13.461772918701172,13.272500038146973,-0.014060026245967963,98593.99737540321
0P0000XWNP.TO,Fidelity U.S. Monthly Income Fund Series T8,13.565150260925293,13.054200172424315,-0.03766637882167668,96233.36211783234
0P0000XWNQ.TO,Fidelity U.S. Monthly Income Fund Series S5,14.107857704162598,17.085100173950195,0.2110343421531071,121103.43421531071
0P0000XWNS.TO,Fidelity U.S. Monthly Income Fund Series T5,13.79293441772461,16.795299530029293,0.21767413817660838,121767.41381766082
0P0000XXTG.TO,Sentry U.S. Growth and Income Fund Series I,9.09178638458252,32.339000701904304,2.5569468236455117,355694.6823645512
0P0000Y11U.TO,RBC U.S. Dividend Fund O,12.240200996398926,33.484100341796875,1.7355841911131946,273558.41911131947
0P0000Z1D8.TO,RBC QUBE U.S. Equity Fund O,7.691723823547362,18.218900680541992,1.3686368749703208,236863.68749703205
0P0000ZMX1.TO,Dynamic Power American Growth Fund Series IP,13.709285736083984,41.82210159301758,2.050640448972357,305064.0448972357
0P0001105O.TO,Desjardins American Equity Growth C,8.655422210693361,28.138999938964844,2.251025687019687,325102.5687019687
0P0001105Q.TO,Desjardins American Equity Value C,9.734467506408693,17.658000946044922,0.8139668075752233,181396.68075752232
0P00013DX5.TO,Manulife RetirementPlus U.S. Monthly High Income,10.058300018310547,16.147199630737305,0.605360707211186,160536.0707211186
0P00013DX6.TO,Manulife RetirementPlus U.S. Monthly High Income Elite,10.062399864196776,16.998699188232422,0.6893285317268926,168932.85317268924
0P00013DX7.TO,Manulife RetirementPlus U.S. Monthly High Income F,10.062800407409668,17.146799087524414,0.703978852139261,170397.8852139261
0P00013DX8.TO,Manulife U.S. Monthly High Income GIF Select Orig 75,10.058500289916992,16.305400848388672,0.621056855238529,162105.6855238529
0P00013DX9.TO,Manulife U.S. Monthly High Income GIF Select Orig 75 E,10.062399864196776,17.37540054321289,0.7267650637733696,172676.50637733695
0P00013DXA.TO,Manulife U.S. Monthly High Income GIF Select InvPlus,10.057900428771973,16.303300857543945,0.6209447461724882,162094.4746172488
0P00013DXB.TO,Manulife U.S. Monthly High Income GIF Select InvPlus E,10.0600004196167,17.022100448608402,0.6920576280907321,169205.7628090732
0P00013DXC.TO,Manulife U.S. Monthly High Income GIF Select InvPlus F,10.062800407409668,17.278799057006836,0.7170964699134568,171709.64699134568
0P00013U6D.TO,AGF American Growth Class Series Q,10.140000343322754,47.370201110839844,3.6716173083794206,467161.7308379421
0P00014IPL.TO,Manulife U.S. Monthly High Income GIF 1,9.871500015258787,14.663800239562988,0.4854682892059508,148546.8289205951
0P00014IPM.TO,Manulife U.S. Monthly High Income GIF 2,9.872599601745604,15.023900032043455,0.5217775092780056,152177.75092780057
0P00014IPN.TO,Manulife U.S. Monthly High Income GIF Select EstatePlus,9.91230010986328,15.480600357055664,0.5617566241413153,156175.66241413154
0P00014IPO.TO,Manulife U.S. Monthly High Income GIF Sel EstatePlus E,9.914400100708008,16.119499206542972,0.6258673286134423,162586.7328613442
0P00014IPP.TO,Manulife U.S. Monthly High Income GIF Sel EstatePlus F,9.914400100708008,16.556900024414062,0.6699850577173802,166998.50577173804
0P00014IPQ.TO,Manulife U.S. Monthly High Inc GIF Sel IncPlus v2.0 F,9.874799728393556,16.48349952697754,0.6692489954587761,166924.89954587762
0P00014IPR.TO,Manulife U.S. Monthly High Inc GIF Sel IncPlus v2.2 F,9.874799728393556,16.559099197387695,0.6769048135502337,167690.48135502337
0P00014IPS.TO,Manulife U.S. Monthly High Inc GIF Sel IncPlus v2.1 F,9.874799728393556,16.563600540161133,0.6773606549745914,167736.06549745915
0P00014IPT.TO,Manulife U.S. Monthly High Income GIF Sel IncPlus v2.0,9.91230010986328,15.480600357055664,0.5617566241413153,156175.66241413154
0P00014IPU.TO,Manulife U.S. Monthly High Income GIF Sel IncPlus v2.1,9.910499572753906,15.493900299072266,0.5633823689038168,156338.23689038167
0P00014IPV.TO,Manulife U.S. Monthly High Income GIF Sel IncPlus v2.2,9.91189956665039,15.481200218200685,0.5618802545466443,156188.02545466443
0P00014IPW.TO,Manulife U.S. Monthly High Inc GIF Sel IncPlus v2.2 E,9.874799728393556,16.276199340820312,0.6482561457950847,164825.6145795085
0P00014IPX.TO,Manulife U.S. Monthly High Inc GIF Sel IncPlus v2.1 E,9.874799728393556,16.10219955444336,0.6306355569059103,163063.55569059102
0P00014IPY.TO,Manulife U.S. Monthly High Inc GIF Sel IncPlus v2.0 E,9.874799728393556,16.079700469970707,0.6283571223967062,162835.71223967063
0P00014IPZ.TO,Manulife U.S. Monthly High Income GIF Sel Orig IncPlus,9.874199867248537,15.418700218200685,0.5615138872510116,156151.38872510116
0P00014IQ0.TO,Manulife U.S. Monthly High Inc GIF Sel Orig IncPlus E,9.874799728393556,16.106700897216793,0.6310913983302676,163109.13983302674
0P00014IQ1.TO,Manulife U.S. Monthly High Income GIFe 1,9.87119960784912,14.690500259399414,0.4882183364743441,148821.83364743443
0P00014IQ2.TO,Manulife U.S. Monthly High Income GIFe 2,9.872599601745604,15.023900032043455,0.5217775092780056,152177.75092780057
0P00014IQ3.TO,Manulife U.S. Monthly High Income Seg RESP,9.91230010986328,15.483599662780762,0.5620592083742234,156205.92083742234
0P00015688.TO,AGF American Growth Fund Series O,21.3799991607666,134.81399536132812,5.305612752722588,630561.2752722588
0P00016LX1.TO,RBC U.S. Equity Fund O,18.69889068603516,40.46580123901367,1.1640749667163215,216407.49667163214
0P00016N6J.TO,TD U.S. Blue Chip Equity Fund D Series,10.579999923706056,23.520000457763672,1.2230624411502715,222306.24411502716
0P00017BB1.TO,RBC QUBE Low Volatility U.S. Equity Fund T5,17.048330307006836,22.828800201416016,0.33906369657991764,133906.36965799177
0P00017QZP.TO,Sentry U.S. Growth and Income Fund Series B,17.263469696044922,24.856599807739247,0.43983800738700396,143983.80073870037
0P00017WWH.TO,Epoch U.S. Blue Chip Equity D,9.364134788513184,15.710000038146973,0.6776776918480657,167767.76918480656
0P00019EJE.TO,Fidelity American High Yield Series E1,9.607518196105957,9.867300033569336,0.027039432261358777,102703.94322613587
0P00019EJE.TO,Fidelity American High Yield Series E1,9.607518196105957,9.867300033569336,0.027039432261358777,102703.94322613587
0P00019EJF.TO,Fidelity American High Yield Series E2,9.26991367340088,9.86400032043457,0.06408761375398389,106408.76137539839
0P00019EJF.TO,Fidelity American High Yield Series E2,9.26991367340088,9.86400032043457,0.06408761375398389,106408.76137539839
0P00019EJG.TO,Fidelity American High Yield Series E3,9.590140342712402,9.859100341796877,0.02804547060553275,102804.54706055326
0P00019EJG.TO,Fidelity American High Yield Series E3,9.590140342712402,9.859100341796877,0.02804547060553275,102804.54706055326
0P00019EJH.TO,Fidelity American High Yield Series E4,9.56946086883545,9.86709976196289,0.031102994955207172,103110.29949552071
0P00019EJH.TO,Fidelity American High Yield Series E4,9.56946086883545,9.86709976196289,0.031102994955207172,103110.29949552071
0P00019FJU.TO,Fidelity U.S. Focused Stock Fund Series E1,11.027799606323242,23.22610092163086,1.1061410028083227,210614.10028083224
0P00019FJW.TO,Fidelity U.S. Focused Stock Fund Series E2,11.17360019683838,23.29680061340332,1.084986056687016,208498.60566870158
0P00019FJY.TO,Fidelity U.S. Focused Stock Fund Series E4,10.171799659729004,23.55410003662109,1.3156276002833325,231562.76002833326
0P00019FK3.TO,Fidelity U.S. Focused Stock Fund Series E1T5,18.85040855407715,37.78229904174805,1.004322555310141,200432.25553101412
0P00019FK4.TO,Fidelity U.S. Focused Stock Fund Series E3,11.18809986114502,23.38960075378418,1.0905784757082448,209057.8475708245
0P00019FKH.TO,Fidelity U.S. Monthly Income Fund Series E1T5,18.290245056152344,18.62569999694824,0.018340647693129562,101834.06476931296
0P00019FKJ.TO,Fidelity U.S. Monthly Income Fund Series E2T5,18.31031990051269,18.666099548339844,0.019430553357901198,101943.05533579011
0P00019FKL.TO,Fidelity U.S. Monthly Income Fund Series E3T5,18.799671173095703,18.71780014038086,-0.004354918336657386,99564.50816633427
0P00019FKM.TO,Fidelity U.S. Monthly Income Fund Series E1,9.982989311218262,9.783300399780273,-0.020002917484203887,97999.7082515796
0P00019FKN.TO,Fidelity U.S. Monthly Income Fund Series E5,8.990012168884277,9.846799850463867,0.09530439619926823,109530.43961992681
0P00019FKO.TO,Fidelity U.S. Monthly Income Fund Series E2,9.47904109954834,9.790300369262695,0.03283657771345526,103283.65777134552
0P00019FKQ.TO,Fidelity U.S. Monthly Income Fund Series E3,9.487942695617676,9.80799961090088,0.03373301521214224,103373.30152121422
0P00019FKS.TO,Fidelity U.S. Monthly Income Fund Series E4,9.483707427978516,9.79889965057373,0.033235127189325274,103323.51271893251
0P00019RSY.TO,Fidelity U.S. Focused Stock Fund Series E2T5,18.1173095703125,35.040599822998054,0.9340951087139617,193409.51087139617
0P00019S7N.TO,RBC U.S. Equity Fund T5,25.83407592773437,33.99599838256836,0.315936303573053,131593.63035730532
0P0001AJ80.TO,TD U.S. Blue Chip Equity Fund O Series,10.160400390625,73.6500015258789,6.248730236441839,724873.0236441839
0P0001B56F.TO,Sentry U.S. Growth and Income Fund Series P,18.863664627075195,30.661399841308594,0.6254211706722138,162542.1170672214
0P0001BELW.TO,Fidelity U.S. Monthly Income Fund Series E4T5,17.74530792236328,19.22760009765625,0.08353149924352286,108353.14992435227
0P0001BL66.TO,TD U.S. Dividend Growth Fund - Investor Series,10.029999732971193,15.239999771118164,0.5194416926074642,151944.16926074642
0P0001BL67.TO,TD U.S. Dividend Growth Fund - ISC,10.027899742126463,15.252699851989744,0.5210263608753769,152102.63608753768
0P0001BL69.TO,TD U.S. Dividend Growth Fund - H Series,13.026662826538086,18.18000030517578,0.39559920658568437,139559.92065856844
0P0001BL6A.TO,TD U.S. Dividend Growth Fund - T-ISC,13.247222900390625,18.15130043029785,0.3701966492737597,137019.66492737597
0P0001BL6C.TO,TD U.S. Dividend Growth Fund - D Series,9.938762664794922,15.43000030517578,0.5525071707197432,155250.7170719743
0P0001D8SR.TO,Desjardins American Equity Value Fund D,9.712518692016602,10.718000411987305,0.10352430217685747,110352.43021768575
0P0001D8SS.TO,Desjardins American Equity Growth Fund D,8.795106887817383,14.812999725341795,0.6842319160282347,168423.19160282347
0P0001DEX6.TO,NBI U.S. Equity Private Portfolio Series T5,10.201656341552734,15.710000038146973,0.539946015840389,153994.6015840389
0P0001DEX9.TO,NBI U.S. Equity Private Portfolio Series Advisor,12.363086700439453,20.1200008392334,0.6274253612181027,162742.53612181026
0P0001DEXC.TO,NBI U.S. Equity Private Portfolio Series NR,8.810762405395508,16.25,0.844335285905437,184433.52859054372
0P0001DEXD.TO,NBI U.S. Equity Private Portfolio Series N,9.556760787963867,20.809999465942386,1.1775159939287438,217751.59939287437
0P0001E2I3.TO,Dynamic Power American Growth Fund Series N,9.800000190734863,19.78249931335449,1.0186223396257992,201862.23396257992
0P0001FG0X.TO,Manulife U.S. All Cap Equity Fund Series D,13.27739143371582,16.935100555419922,0.27548401656788785,127548.40165678877
0P0001FHSJ.TO,TD U.S. Blue Chip Equity Fund T8 Series ISC,13.738351821899414,19.940000534057614,0.4514114060081468,145141.1406008147
0P0001FHSK.TO,TD U.S. Blue Chip Equity Fund H8 Series,13.740118980407715,19.979999542236328,0.45413584632899995,145413.5846329
0P0001H0T7.TO,Manulife U.S. Monthly High Income S2 Id 100,10.815799713134766,13.54860019683838,0.2526674454210619,125266.7445421062
0P0001H0TO.TO,Manulife U.S. Monthly High Income S2 Id 100 PLTN,10.91409969329834,13.93589973449707,0.2768712148611055,127687.12148611054
0P0001H0TP.TO,Manulife U.S. Monthly High Income S2 Id 75/100,10.874099731445312,13.770700454711914,0.2663761409958675,126637.61409958676
0P0001H0TQ.TO,Manulife U.S. Monthly High Income S2 Id 75/100 PLTN,10.955599784851074,14.13230037689209,0.28996135806581935,128996.13580658194
0P0001H9XH.TO,Dynamic Power American Growth Fund Series IN,11.749587059020994,28.30010032653809,1.4086038244901629,240860.38244901627
0P0001HAC0.TO,Desjardins American Eq Value I,27.404483795166016,30.910999298095703,0.12795407967320355,112795.40796732035
0P0001HAC1.TO,Desjardins American Equity Growth I,32.35491943359375,59.22900009155274,0.8306026140202943,183060.26140202946
0P0001HN80.TO,TD U.S. Dividend Growth Fund - Private Series,11.011717796325684,15.630000114440918,0.41939708259289316,141939.70825928933
0P0001HN81.TO,TD U.S. Blue Chip Equity Fund Private EM Series,14.3100004196167,25.61000061035156,0.7896575722838124,178965.75722838123
0P0001HN8C.TO,Epoch U.S. Blue Chip Equity Private,20.47696304321289,26.989999771118164,0.31806653721846834,131806.65372184684
0P0001HRHC.TO,Fidelity U.S. Monthly Income Fund Series O,22.694541931152344,25.7278995513916,0.13366022673828143,113366.02267382813
0P0001IT84.TO,Sentry U.S. Growth and Income Fund Series D,9.89266586303711,10.318300247192383,0.04302524618218542,104302.52461821854
0P0001K282.TO,NBI U.S. Equity Private Portfolio Series O,10.149999618530273,11.5600004196167,0.13891634030333044,113891.63403033305
^GSPC,American S&P 500,1132.98999,3573.389893,2.1539465701722573,315394.65701722575
